XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
43.0,74329.0,128703.0,404657.0,13584.0,23631.0,74913.0,41.0,877700.0,267155.0,49680.0,169354.0,54910.0,10035.0,31.0,384822.0,100715.0,26.0,1468300.0,485927.0,Galvez,28,2023-09-15,Enkoll,26
55.0,95349.0,166557.0,538231.0,15335.0,26785.0,86044.0,52.0,1091800.0,345701.0,60375.0,188818.0,62050.0,11007.0,35.0,424715.0,110688.0,31.0,1897400.0,571747.0,Galvez,28,2023-09-16,GEA-ISA,32
269.0,198956.0,378099.0,1170650.0,24365.0,48260.0,149322.0,171.0,1478200.0,475218.0,104768.0,258601.0,84033.0,17706.0,126.0,932509.0,213901.0,53.0,1097067.0,493432.0,Galvez,28,2023-10-15,El FInanciero,35
259.0,197077.0,374903.0,1158246.0,24492.0,48629.0,150573.0,172.0,1436300.0,464504.0,104127.0,252826.0,82588.0,17582.0,127.0,906864.0,209585.0,54.0,1129067.0,525432.0,Galvez,28,2023-10-16,Enkoll,31
252.0,195187.0,370386.0,1148015.0,24656.0,48834.0,151404.0,176.0,1406800.0,442951.0,103031.0,238763.0,75669.0,16943.0,130.0,916767.0,207161.0,54.0,1115367.0,520865.0,Galvez,28,2023-10-17,Covarrubias,26
252.0,195187.0,370386.0,1148015.0,24656.0,48834.0,151404.0,176.0,1406800.0,442951.0,103031.0,238763.0,75669.0,16943.0,130.0,916767.0,207161.0,54.0,1115367.0,520865.0,Galvez,28,2023-10-17,Mendoza Blanco,31
278.0,197651.0,386110.0,1180822.0,23647.0,47554.0,146852.0,181.0,1438200.0,450761.0,104467.0,238126.0,75187.0,16721.0,136.0,939106.0,199921.0,56.0,1190067.0,536632.0,Galvez,28,2023-10-18,Simo,34
327.0,179412.0,441173.0,1229530.0,21328.0,50589.0,137760.0,246.0,1506400.0,441085.0,105485.0,182116.0,57907.0,14105.0,180.0,1054160.0,184961.0,57.0,712643.0,410082.0,Galvez,28,2023-11-15,El Financiero,35
332.0,182586.0,454306.0,1272971.0,21301.0,51047.0,139458.0,249.0,1534200.0,449534.0,106234.0,183219.0,58302.0,14084.0,182.0,1048261.0,183307.0,43.0,687368.0,414025.0,Galvez,28,2023-11-16,Enkoll,28
324.0,187470.0,450781.0,1254371.0,22533.0,51894.0,141158.0,241.0,1447700.0,421828.0,100215.0,179763.0,57092.0,13836.0,173.0,1025411.0,185426.0,44.0,652423.0,393410.0,Galvez,28,2023-11-17,Mendoza Blanco,32
320.0,187508.0,455637.0,1269307.0,22682.0,52664.0,143417.0,241.0,1417090.0,413673.0,98593.0,177212.0,56413.0,13701.0,170.0,1001101.0,184239.0,50.0,649597.0,345778.0,Galvez,28,2023-11-18,Reforma,39
256.0,226836.0,573490.0,1532559.0,25920.0,68832.0,181057.0,215.0,2511984.0,594723.0,154596.0,361000.0,87783.0,21626.0,178.0,1172609.0,185375.0,69.0,9745449.0,3525051.0,Galvez,28,2023-12-15,GEA-ISA,35
251.0,227070.0,575082.0,1616359.0,26417.0,70492.0,198971.0,206.0,2503294.0,594198.0,154156.0,371526.0,90540.0,22303.0,178.0,1189020.0,188110.0,64.0,9742101.0,3542046.0,Galvez,28,2023-12-16,Mendoza Blanco,32
250.0,227180.0,574599.0,1611465.0,26582.0,70726.0,199127.0,203.0,2542294.0,606708.0,155384.0,384416.0,94245.0,22792.0,179.0,1203365.0,189451.0,65.0,9751100.0,3541972.0,Galvez,28,2023-12-17,Simo,27
244.0,187337.0,565511.0,1577657.0,23823.0,71244.0,199501.0,196.0,2563300.0,616434.0,156203.0,397097.0,97629.0,23369.0,173.0,1160926.0,189500.0,61.0,9687135.0,3540191.0,Galvez,28,2023-12-18,El Financiero,36
