XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
39.0,65414.0,116238.0,362649.0,11355.0,20514.0,64411.0,36.0,677700.0,220055.0,84388.0,129354.0,45490.0,8538.0,27.0,322344.0,85096.0,21.0,1378600.0,467987.0,Galvez,7,2023-09-15,Enkoll,26
47.0,81367.0,146056.0,467525.0,11840.0,21660.0,68367.0,43.0,867900.0,291231.0,103782.0,142843.0,50788.0,9260.0,27.0,314437.0,83119.0,24.0,1734700.0,517307.0,Galvez,7,2023-09-16,GEA-ISA,34
79.0,58936.0,122376.0,377350.0,6008.0,13038.0,39244.0,68.0,391500.0,119227.0,79980.0,42382.0,13305.0,4828.0,59.0,309354.0,40749.0,16.0,296000.0,105992.0,Galvez,7,2023-10-15,Covarrubias,21
80.0,50592.0,106058.0,328579.0,5129.0,11296.0,33980.0,68.0,376300.0,95663.0,72484.0,40693.0,10687.0,4412.0,60.0,305002.0,39475.0,17.0,328000.0,137992.0,Galvez,7,2023-10-16,El FInanciero,28
83.0,50646.0,100232.0,316206.0,4850.0,9974.0,30720.0,69.0,371500.0,93910.0,47730.0,39052.0,10218.0,2591.0,60.0,290271.0,36529.0,14.0,206700.0,124175.0,Galvez,7,2023-10-17,Enkoll,27
110.0,54987.0,115806.0,351262.0,3986.0,8125.0,25058.0,71.0,378100.0,91143.0,47046.0,37931.0,9139.0,2394.0,64.0,302267.0,33955.0,13.0,254900.0,143592.0,Galvez,7,2023-10-18,Mendoza Blanco,24
112.0,54016.0,109630.0,334062.0,3718.0,7181.0,22423.0,73.0,387000.0,94259.0,48898.0,38005.0,9270.0,2420.0,65.0,301816.0,33131.0,26.0,264257.0,137317.0,Galvez,7,2023-10-19,Mitofsky,27
109.0,54972.0,112620.0,342712.0,3866.0,7542.0,23514.0,76.0,435700.0,111328.0,58132.0,40053.0,10063.0,2659.0,66.0,296956.0,32436.0,27.0,279257.0,125417.0,Galvez,7,2023-10-20,Parametría,17
107.0,52477.0,111995.0,332407.0,3767.0,7611.0,23199.0,75.0,474600.0,123421.0,63296.0,43586.0,11121.0,2889.0,61.0,292191.0,34142.0,27.0,312757.0,158917.0,Galvez,7,2023-10-21,Simo,22
69.0,47730.0,141925.0,411580.0,5003.0,14852.0,43059.0,62.0,358000.0,88944.0,58978.0,40529.0,9903.0,3352.0,52.0,318630.0,43105.0,11.0,122649.0,85104.0,Galvez,7,2023-11-15,Buendía y Márquez,24
74.0,53072.0,150476.0,437099.0,5174.0,14894.0,43128.0,67.0,384700.0,92606.0,62004.0,40594.0,9552.0,3339.0,54.0,300091.0,39871.0,13.0,133831.0,83098.0,Galvez,7,2023-11-16,Covarrubias,22
68.0,59948.0,144442.0,418465.0,6459.0,15377.0,44250.0,64.0,366000.0,88165.0,59162.0,39958.0,9433.0,3279.0,50.0,283467.0,40593.0,14.0,142744.0,84412.0,Galvez,7,2023-11-17,Demotecnia,14
72.0,60602.0,148550.0,431965.0,6239.0,15008.0,43472.0,69.0,380190.0,94050.0,59062.0,38789.0,9575.0,3076.0,49.0,270467.0,39385.0,20.0,150018.0,46879.0,Galvez,7,2023-11-18,El Financiero,31
71.0,59938.0,142072.0,413065.0,6265.0,14434.0,41838.0,69.0,378290.0,93850.0,58122.0,38518.0,9547.0,3009.0,47.0,259254.0,39222.0,21.0,159164.0,56025.0,Galvez,7,2023-11-19,Enkoll,23
74.0,96781.0,132960.0,387673.0,9065.0,12744.0,37014.0,73.0,374684.0,79683.0,44314.0,34620.0,7301.0,2074.0,50.0,247056.0,34435.0,24.0,204993.0,55621.0,Galvez,7,2023-11-20,Mendoza Blanco,24
75.0,97418.0,146158.0,421574.0,9060.0,13796.0,39639.0,72.0,409384.0,86676.0,52152.0,39533.0,8285.0,2605.0,53.0,276039.0,35695.0,28.0,472685.0,105127.0,Galvez,7,2023-11-21,Mitofsky,27
80.0,99571.0,154097.0,448028.0,9032.0,13735.0,39823.0,74.0,466084.0,93731.0,60312.0,43529.0,8747.0,2900.0,56.0,305995.0,37759.0,25.0,461634.0,110700.0,Galvez,7,2023-11-22,Parametría,25
78.0,94739.0,145641.0,421600.0,8786.0,13362.0,38643.0,66.0,418084.0,78868.0,55066.0,42491.0,8090.0,2897.0,53.0,301336.0,38664.0,23.0,456205.0,118459.0,Galvez,7,2023-11-23,Reforma,25
46.0,43261.0,136710.0,338608.0,6710.0,21063.0,52041.0,42.0,1103600.0,314936.0,103342.0,181816.0,52268.0,8622.0,37.0,275697.0,49347.0,15.0,2066309.0,1039400.0,Galvez,7,2023-12-15,Berumen,27
45.0,43698.0,137210.0,427108.0,6923.0,21610.0,67920.0,39.0,1073400.0,305121.0,99004.0,184283.0,52499.0,8737.0,38.0,300492.0,52850.0,15.0,1971875.0,992183.0,Galvez,7,2023-12-16,Covarrubias,22
45.0,42938.0,128627.0,412614.0,6796.0,20180.0,65504.0,37.0,1021900.0,286281.0,90762.0,181391.0,50850.0,8293.0,41.0,317343.0,52339.0,15.0,1891703.0,952097.0,Galvez,7,2023-12-17,Demotecnia,13
45.0,45587.0,125527.0,404414.0,7237.0,19663.0,64138.0,36.0,892200.0,265339.0,83356.0,165798.0,48558.0,7901.0,37.0,243923.0,46739.0,14.0,560735.0,293495.0,Galvez,7,2023-12-18,El Financiero,30
41.0,42656.0,115230.0,372513.0,7397.0,19964.0,63675.0,34.0,790400.0,225360.0,72030.0,151398.0,42453.0,7236.0,38.0,233666.0,44224.0,15.0,503628.0,259336.0,Galvez,7,2023-12-19,GEA-ISA,30
45.0,43399.0,119193.0,381444.0,6911.0,18973.0,61014.0,37.0,748300.0,212102.0,67204.0,137346.0,38599.0,6406.0,36.0,227235.0,48204.0,15.0,1313331.0,529237.0,Galvez,7,2023-12-20,Mendoza Blanco,23
45.0,43420.0,115858.0,379199.0,6914.0,18556.0,60733.0,36.0,586800.0,161960.0,64268.0,111809.0,30752.0,6347.0,31.0,214252.0,54385.0,17.0,2558846.0,873303.0,Galvez,7,2023-12-21,Mitofsky,25
45.0,41336.0,109773.0,365433.0,6566.0,17542.0,58439.0,35.0,507400.0,130218.0,65044.0,102692.0,26585.0,6660.0,32.0,227644.0,56135.0,16.0,3483823.0,1349625.0,Galvez,7,2023-12-22,Parametría,26
44.0,38399.0,99487.0,254083.0,6189.0,16151.0,40699.0,36.0,574400.0,154018.0,72622.0,115692.0,31601.0,7369.0,35.0,209337.0,51674.0,15.0,3442697.0,1332962.0,Galvez,7,2023-12-23,Simo,23
44.0,36397.0,102701.0,258737.0,5855.0,16687.0,41475.0,35.0,585100.0,152518.0,75422.0,124951.0,32593.0,8079.0,38.0,207730.0,49624.0,14.0,3495510.0,1394848.0,Galvez,7,2023-12-24,Citibanamex,24
195.0,53633.0,220613.0,603263.0,3243.0,9723.0,26010.0,72.0,755700.0,212581.0,108188.0,90292.0,25761.0,6085.0,43.0,429831.0,74377.0,36.0,6353739.0,1684184.0,Galvez,7,2024-01-15,Berumen,27
195.0,51223.0,217175.0,593665.0,3102.0,9520.0,25446.0,79.0,914100.0,232779.0,122884.0,97812.0,26516.0,6280.0,51.0,521449.0,78575.0,38.0,7380644.0,1896973.0,Galvez,7,2024-01-16,Demotecnia,14
208.0,61471.0,238095.0,655007.0,3238.0,9676.0,26107.0,86.0,1010300.0,253813.0,132136.0,101280.0,27397.0,6325.0,59.0,594269.0,80533.0,38.0,6021131.0,1443802.0,Galvez,7,2024-01-17,El Financiero,32
215.0,62257.0,238281.0,653578.0,3099.0,9086.0,24369.0,87.0,1006900.0,256151.0,132584.0,100127.0,27485.0,6291.0,60.0,607822.0,81484.0,42.0,5857882.0,1130953.0,Galvez,7,2024-01-18,Enkoll,27
236.0,63054.0,250032.0,687207.0,2599.0,8251.0,22383.0,97.0,950000.0,215043.0,129430.0,80529.0,19093.0,5174.0,65.0,605872.0,75895.0,47.0,4825854.0,774184.0,Galvez,7,2024-01-19,Mendoza Blanco,24
