XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
43.0,74329.0,128703.0,404657.0,13584.0,23631.0,74913.0,41.0,877700.0,267155.0,49680.0,169354.0,54910.0,10035.0,31.0,384822.0,100715.0,26.0,1468300.0,485927.0,Galvez,21,2023-09-15,Enkoll,26
55.0,95349.0,166557.0,538231.0,15335.0,26785.0,86044.0,52.0,1091800.0,345701.0,60375.0,188818.0,62050.0,11007.0,35.0,424715.0,110688.0,31.0,1897400.0,571747.0,Galvez,21,2023-09-16,GEA-ISA,34
181.0,142094.0,273760.0,836898.0,18512.0,37840.0,116053.0,130.0,1001300.0,315101.0,76624.0,175426.0,55822.0,12859.0,96.0,680372.0,153248.0,41.0,863232.0,376198.0,Galvez,21,2023-10-15,Covarrubias,21
180.0,144726.0,279968.0,860511.0,18769.0,38449.0,118343.0,137.0,1022700.0,316587.0,78228.0,171076.0,53615.0,12421.0,103.0,711005.0,151941.0,37.0,691700.0,367492.0,Galvez,21,2023-10-16,El FInanciero,28
185.0,147569.0,282249.0,870103.0,18669.0,37762.0,116780.0,142.0,1050700.0,320634.0,79548.0,169263.0,52413.0,12253.0,106.0,720877.0,149501.0,39.0,697100.0,347292.0,Galvez,21,2023-10-17,Enkoll,27
209.0,147764.0,288773.0,885568.0,17707.0,35777.0,111661.0,143.0,1066000.0,325714.0,79914.0,170497.0,52874.0,12245.0,111.0,732852.0,143164.0,41.0,775100.0,366358.0,Galvez,21,2023-10-18,Mendoza Blanco,24
215.0,149286.0,286975.0,878464.0,17148.0,34026.0,106335.0,149.0,1070100.0,326376.0,81534.0,166375.0,51843.0,12153.0,114.0,691410.0,131684.0,57.0,802157.0,351009.0,Galvez,21,2023-10-19,Mitofsky,27
216.0,142139.0,293448.0,899948.0,16630.0,34372.0,107499.0,158.0,1125100.0,336875.0,86455.0,164774.0,50446.0,12208.0,123.0,705653.0,127414.0,57.0,796957.0,348409.0,Galvez,21,2023-10-20,Parametría,17
226.0,140408.0,294446.0,898289.0,15482.0,32764.0,102212.0,164.0,1152900.0,342393.0,87167.0,162383.0,49709.0,11917.0,128.0,705210.0,120141.0,57.0,806057.0,357509.0,Galvez,21,2023-10-21,Simo,22
236.0,123932.0,327233.0,924581.0,16850.0,41601.0,113825.0,171.0,1091300.0,329600.0,75387.0,145170.0,48192.0,11407.0,129.0,739048.0,134765.0,30.0,445570.0,256965.0,Galvez,21,2023-11-15,Buendía y Márquez,24
233.0,121466.0,327413.0,941322.0,16830.0,41866.0,115488.0,170.0,1077700.0,307079.0,73373.0,144612.0,46782.0,11294.0,136.0,749430.0,129674.0,31.0,453652.0,257709.0,Galvez,21,2023-11-16,Covarrubias,22
231.0,128572.0,328763.0,947122.0,17911.0,42428.0,117213.0,169.0,1047300.0,287220.0,70385.0,141667.0,44691.0,10991.0,134.0,719474.0,126548.0,32.0,446707.0,251094.0,Galvez,21,2023-11-17,Demotecnia,14
241.0,130723.0,339471.0,982222.0,14561.0,36401.0,104949.0,180.0,1080990.0,287945.0,70683.0,126141.0,34668.0,8265.0,139.0,726424.0,110782.0,38.0,477081.0,236662.0,Galvez,21,2023-11-18,El Financiero,31
244.0,130565.0,341071.0,993822.0,13863.0,35387.0,103478.0,181.0,1098890.0,290521.0,71224.0,128427.0,34969.0,8315.0,143.0,741961.0,108636.0,39.0,486227.0,245808.0,Galvez,21,2023-11-19,Enkoll,23
