XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
252.0,269574.0,937282.0,2390500.0,31912.0,105760.0,271098.0,239.0,4487100.0,1022072.0,308138.0,481898.0,110689.0,33078.0,204.0,2483760.0,327642.0,72.0,36320001.0,12791294.0,Galvez,28,2024-03-18,Demotecnia,15
