XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
6.0,12501.0,16515.0,46593.0,2084.0,2752.0,7766.0,5.0,81200.0,24800.0,6481.0,16240.0,4960.0,1296.0,4.0,40690.0,10172.0,2.0,61000.0,30500.0,Galvez,1,2023-09-15,Enkoll,26
12.0,21020.0,37854.0,133574.0,1752.0,3154.0,11131.0,11.0,214100.0,78546.0,10695.0,19464.0,7141.0,972.0,4.0,39893.0,9973.0,5.0,429100.0,85820.0,Galvez,1,2023-09-16,GEA-ISA,34
13.0,7968.0,15248.0,51441.0,613.0,1173.0,3957.0,11.0,81800.0,22184.0,5381.0,7436.0,2017.0,489.0,11.0,57228.0,5203.0,0.0,0.0,0.0,Galvez,1,2023-10-15,Covarrubias,21
11.0,4997.0,12039.0,42529.0,454.0,1094.0,3866.0,9.0,38700.0,7586.0,3187.0,4300.0,843.0,354.0,8.0,36503.0,4563.0,1.0,32000.0,32000.0,Galvez,1,2023-10-16,El FInanciero,28
10.0,6686.0,11428.0,34817.0,669.0,1143.0,3482.0,8.0,53500.0,12247.0,2920.0,6688.0,1531.0,365.0,5.0,24587.0,4917.0,3.0,38400.0,12800.0,Galvez,1,2023-10-17,Enkoll,27
31.0,8953.0,26374.0,66256.0,289.0,851.0,2137.0,8.0,53300.0,14810.0,3361.0,6662.0,1851.0,420.0,7.0,34508.0,4930.0,3.0,88400.0,29467.0,Galvez,1,2023-10-18,Mendoza Blanco,24
11.0,7915.0,12754.0,35800.0,720.0,1159.0,3255.0,11.0,45300.0,10661.0,3814.0,4118.0,969.0,347.0,8.0,42549.0,5319.0,17.0,45057.0,2650.0,Galvez,1,2023-10-19,Mitofsky,27
16.0,9945.0,20600.0,64400.0,622.0,1288.0,4025.0,16.0,117700.0,36053.0,8065.0,7356.0,2253.0,504.0,13.0,45247.0,3481.0,2.0,53800.0,26900.0,Galvez,1,2023-10-20,Parametría,17
15.0,6013.0,13552.0,37164.0,401.0,903.0,2478.0,12.0,84300.0,19880.0,4920.0,7025.0,1657.0,410.0,9.0,51569.0,5730.0,1.0,55100.0,55100.0,Galvez,1,2023-10-21,Simo,22
10.0,5135.0,17700.0,47400.0,514.0,1770.0,4740.0,10.0,43700.0,7555.0,2684.0,4370.0,756.0,268.0,7.0,21725.0,3104.0,4.0,22166.0,5542.0,Galvez,1,2023-11-15,Buendía y Márquez,24
16.0,11089.0,25887.0,79241.0,693.0,1618.0,4953.0,14.0,73100.0,19110.0,4563.0,5221.0,1365.0,326.0,10.0,36650.0,3665.0,3.0,19782.0,6594.0,Galvez,1,2023-11-16,Covarrubias,22
8.0,14829.0,17075.0,45800.0,1854.0,2134.0,5725.0,8.0,31200.0,8347.0,2046.0,3900.0,1043.0,256.0,4.0,22397.0,5599.0,3.0,18855.0,6285.0,Galvez,1,2023-11-17,Demotecnia,14
11.0,6051.0,18408.0,52100.0,550.0,1673.0,4736.0,12.0,53690.0,11725.0,3298.0,4474.0,977.0,275.0,6.0,27259.0,4543.0,7.0,52274.0,7468.0,Galvez,1,2023-11-18,El Financiero,31
7.0,6149.0,13200.0,40800.0,878.0,1886.0,5829.0,7.0,29300.0,5390.0,1692.0,4186.0,770.0,242.0,6.0,29743.0,4957.0,1.0,9146.0,9146.0,Galvez,1,2023-11-19,Enkoll,23
12.0,46579.0,24388.0,72108.0,3882.0,2032.0,6009.0,13.0,102294.0,19650.0,4909.0,7869.0,1512.0,378.0,10.0,71058.0,7106.0,5.0,77729.0,15546.0,Galvez,1,2023-11-20,Mendoza Blanco,24
11.0,7586.0,29500.0,84125.0,690.0,2682.0,7648.0,8.0,76100.0,14899.0,6884.0,9512.0,1862.0,860.0,10.0,67207.0,6721.0,5.0,272733.0,54547.0,Galvez,1,2023-11-21,Mitofsky,27
15.0,7288.0,25639.0,73854.0,486.0,1709.0,4924.0,12.0,100400.0,14610.0,6764.0,8367.0,1218.0,564.0,10.0,51681.0,5168.0,1.0,11115.0,11115.0,Galvez,1,2023-11-22,Parametría,25
