XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
27.0,31110.0,57134.0,191730.0,5792.0,10752.0,35114.0,31.0,391000.0,43288.0,26761.0,65567.0,7199.0,4517.0,19.0,204494.0,58120.0,4.0,58700.0,54800.0,Claudia,5,2023-09-15,Enkoll,49
27.0,31110.0,57134.0,191730.0,5792.0,10752.0,35114.0,31.0,391000.0,43288.0,26761.0,65567.0,7199.0,4517.0,19.0,204494.0,58120.0,4.0,58700.0,54800.0,Claudia,5,2023-09-15,GEA-ISA,53
33.0,19124.0,46724.0,98000.0,2942.0,6631.0,15415.0,46.0,291900.0,40991.0,25470.0,33309.0,4734.0,2897.0,32.0,206309.0,25435.0,8.0,199879.0,124503.0,Claudia,5,2023-10-15,Covarrubias,59
33.0,19124.0,46724.0,98000.0,2942.0,6631.0,15415.0,46.0,291900.0,40991.0,25470.0,33309.0,4734.0,2897.0,32.0,206309.0,25435.0,8.0,199879.0,124503.0,Claudia,5,2023-10-15,El FInanciero,46
33.0,19124.0,46724.0,98000.0,2942.0,6631.0,15415.0,46.0,291900.0,40991.0,25470.0,33309.0,4734.0,2897.0,32.0,206309.0,25435.0,8.0,199879.0,124503.0,Claudia,5,2023-10-15,Enkoll,50
33.0,19124.0,46724.0,98000.0,2942.0,6631.0,15415.0,46.0,291900.0,40991.0,25470.0,33309.0,4734.0,2897.0,32.0,206309.0,25435.0,8.0,199879.0,124503.0,Claudia,5,2023-10-15,Mendoza Blanco,55
33.0,19124.0,46724.0,98000.0,2942.0,6631.0,15415.0,46.0,291900.0,40991.0,25470.0,33309.0,4734.0,2897.0,32.0,206309.0,25435.0,8.0,199879.0,124503.0,Claudia,5,2023-10-15,Mitofsky,48
33.0,19124.0,46724.0,98000.0,2942.0,6631.0,15415.0,46.0,291900.0,40991.0,25470.0,33309.0,4734.0,2897.0,32.0,206309.0,25435.0,8.0,199879.0,124503.0,Claudia,5,2023-10-15,Parametría,60
33.0,19124.0,46724.0,98000.0,2942.0,6631.0,15415.0,46.0,291900.0,40991.0,25470.0,33309.0,4734.0,2897.0,32.0,206309.0,25435.0,8.0,199879.0,124503.0,Claudia,5,2023-10-15,Simo,57
27.0,18182.0,31565.0,94900.0,3406.0,6104.0,18263.0,40.0,160663.0,19920.0,15296.0,21232.0,3030.0,2084.0,31.0,174461.0,32085.0,7.0,44368.0,29839.0,Claudia,5,2023-11-15,Buendía y Márquez,48
