XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
23.0,14653.0,32500.0,85500.0,1258.0,2819.0,7423.0,28.0,366300.0,21919.0,29995.0,27136.0,1614.0,2192.0,21.0,168016.0,16275.0,3.0,146000.0,87500.0,Claudia,2,2024-04-19,Enkoll,55
