XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
18.0,21424.0,37263.0,131385.0,3642.0,6313.0,21672.0,20.0,301900.0,32465.0,17688.0,47533.0,5133.0,2728.0,11.0,137449.0,39446.0,1.0,8800.0,8800.0,Claudia,3,2023-09-15,Enkoll,49
24.0,28026.0,49931.0,185762.0,3488.0,6194.0,23046.0,23.0,309100.0,31831.0,17062.0,45648.0,4804.0,2445.0,11.0,116489.0,32459.0,2.0,16100.0,16100.0,Claudia,3,2023-09-16,GEA-ISA,53
20.0,10716.0,34160.0,58600.0,1672.0,4622.0,8996.0,30.0,186600.0,25189.0,15699.0,18392.0,2485.0,1565.0,24.0,182655.0,20521.0,6.0,187219.0,118173.0,Claudia,3,2023-10-15,Covarrubias,59
14.0,9931.0,16714.0,50400.0,2199.0,3794.0,11373.0,23.0,145600.0,19494.0,12262.0,19788.0,2669.0,1670.0,22.0,169615.0,19946.0,4.0,102700.0,93400.0,Claudia,3,2023-10-16,El FInanciero,46
14.0,15541.0,20250.0,57100.0,3321.0,4502.0,12713.0,21.0,133400.0,18870.0,11355.0,19181.0,2746.0,1684.0,17.0,152936.0,19473.0,4.0,89341.0,86720.0,Claudia,3,2023-10-17,Enkoll,50
12.0,13851.0,19233.0,50400.0,3288.0,4785.0,12738.0,17.0,136300.0,25365.0,14077.0,24838.0,4485.0,2478.0,9.0,64018.0,24954.0,4.0,13741.0,11120.0,Claudia,3,2023-10-18,Mendoza Blanco,55
18.0,21691.0,26911.0,70800.0,3545.0,4527.0,11716.0,25.0,181800.0,31160.0,18399.0,23263.0,4233.0,2401.0,9.0,74172.0,26647.0,5.0,42341.0,22870.0,Claudia,3,2023-10-19,Mitofsky,48
20.0,16457.0,24754.0,67000.0,2334.0,3716.0,9922.0,29.0,189200.0,31989.0,19919.0,22710.0,4069.0,2351.0,18.0,96513.0,26390.0,5.0,49500.0,26450.0,Claudia,3,2023-10-20,Parametría,60
23.0,17952.0,27293.0,76300.0,2228.0,3497.0,9783.0,32.0,231900.0,35810.0,19406.0,22982.0,3586.0,1859.0,24.0,97106.0,12988.0,4.0,46100.0,23050.0,Claudia,3,2023-10-21,Simo,57
12.0,9614.0,15680.0,49400.0,2265.0,3946.0,11980.0,21.0,94563.0,11162.0,7693.0,14344.0,2110.0,1285.0,17.0,119739.0,24470.0,4.0,18268.0,11289.0,Claudia,3,2023-11-15,Buendía y Márquez,48
