XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
11.0,6446.0,11053.0,32200.0,586.0,1005.0,2927.0,14.0,117300.0,13539.0,7040.0,8379.0,967.0,503.0,5.0,10880.0,2176.0,4.0,523446.0,130862.0,Claudia,1,2023-12-19,GEA-ISA,52
